1;32240
2;33221
3;33229
4;1069152
5;33395
6;33236
7;33239
8;33238
9;207565
10;33270
11;329618
12;33265
13;33264
14;207563
15;33252
16;88375597
17;33262
18;87710291
19;87710302
20;212237
21;33261
22;207566
23;207539
24;33193
25;33192
26;33191
27;33190
28;33175
29;80223990
30;33257
31;33195
32;33174
33;33173
34;33194
35;33259
36;246808
37;33260
38;33263
39;33255
40;246807
41;33254
42;33205
43;33256
44;207552
45;33204
46;80244452
47;207531
48;207551
49;33203
50;33202
51;33207
52;33206
53;33198
54;33196
55;33197
56;33214
57;33209
58;33208
59;33216
60;33215
61;33217
62;33218
63;33240
64;33251
65;33250
66;207564
67;33253
68;88375865
69;33242
70;33241
71;33243
72;33244
73;33246
74;33245
75;207561
76;1075176
77;80206386
78;33269
79;33266
80;33267
81;33247
82;33268
83;1075175
84;33237
85;207560
86;33226
87;207562
88;33235
89;33234
90;33234
91;33233
92;33230
93;33232
94;33222
95;33223
96;33224
97;33225
98;207554
99;207555
100;33235
101;18039343
102;33219
103;33249
104;33210
105;33211
106;33212
107;207553
108;1074865
109;33213
110;1069120
111;329620
112;33147
113;33141
114;33142
115;33143
116;33144
117;33145
118;33146
119;33148
120;207471
121;207523
122;32239
123;33199
124;207550
125;207556
126;33156
127;33200
128;33201
129;207532
130;207533
131;207535
132;33132
133;33133
134;207536
135;33135
136;33134
137;33164
138;33159
139;33157
140;33158
141;207534
142;207540
143;33177
144;33176
145;33178
146;33179
147;33161
148;207569
149;111392
150;207541
151;33170
152;33162
153;33160
154;33163
155;33136
156;33165
157;33166
158;207530
159;33167
160;85458821
161;33168
162;33152
163;33151
164;207529
165;33150
166;207527
167;207528
168;213052
169;73643
170;207477
171;207473
172;33137
173;33138
174;33139
175;33140
176;207525
177;207301
178;207302
179;207526
180;207304
181;207303
182;300330
183;212748
184;81175
185;33022
186;32994
187;33019
188;33012
189;89649931
190;33020
191;109116
192;33021
193;33010
194;33023
195;207762
196;207300
197;33004
198;33000
199;32999
200;32996
201;228886
202;32998
203;33011
204;33014
205;33013
206;89650359
207;33016
208;207463
209;207464
210;32995
211;22615
212;33001
213;92507125
214;1080058
215;1046476
216;32983
217;413244
218;1046477
219;33002
220;33003
221;1075172
222;33005
223;33007
224;300399
225;207465
226;32986
227;32989
228;32988
229;32987
230;32991
231;32990
232;78229
233;32984
234;207299
235;32253
236;207306
237;300783
238;779037
239;21940
240;21939
241;329615
242;329616
243;32247
244;71406
245;21938
246;300332
247;22697
248;20400
249;75623
250;32246
251;441233
252;206204
253;206498
254;22669
255;22636
256;21946
257;20487
258;206325
259;20414
260;81598256
261;206206
262;81588115
263;20419
264;75047
265;20417
266;20418
267;20416
268;20415
269;1062841
270;22000
271;22002
272;40478715
273;206655
274;40480057
275;40479144
276;206469
277;21997
278;21998
279;21941
280;21993
281;21996
282;323142
283;21990
284;21989
285;21991
286;21984
287;21992
288;21982
289;21983
290;21981
291;21974
292;21968
293;21969
294;206656
295;21971
296;56354581
297;21970
298;21937
299;56354703
300;21973
301;21972
302;228431
303;228430
304;21958
305;206454
306;228433
307;228432
308;21955
309;21953
310;206452
311;227050
312;227051
313;21959
314;21951
315;21948
316;21945
317;21949
318;21944
319;344110
320;21950
321;21952
322;21943
323;206449
324;206450
325;78874096
326;21963
327;21962
328;206451
329;22627
330;21947
331;21960
332;21961
333;975334
334;21967
335;21966
336;206459
337;22628
338;206497
339;206496
340;206458
341;206457
342;21965
343;206456
344;206455
345;21964
346;22053
347;22051
348;968195
349;22670
350;968194
351;244456
352;22633
353;334226
354;206509
355;206511
356;22115
357;22114
358;22676
359;22675
360;22677
361;22678
362;22679
363;22080
364;22079
365;22078
366;22041
367;22083
368;22054
369;22681
370;22085
371;22081
372;22680
373;108826
374;206510
375;22082
376;418776
377;212392
378;22640
379;22641
380;22630
381;22642
382;22048
383;40526878
384;22049
385;206460
386;206465
387;206464
388;22629
389;206461
390;206463
391;22614
392;206494
393;22031
394;22032
395;206466
396;206467
397;206491
398;22039
399;22040
400;22672
401;22033
402;206495
403;206493
404;22034
405;22035
406;22047
407;206641
408;22046
409;206638
410;22036
411;22063
412;206492
413;206504
414;22673
415;22674
416;22038
417;206482
418;22018
419;22106
420;206645
421;22019
422;22020
423;22027
424;22029
425;22022
426;22023
427;22026
428;1075137
429;22025
430;206652
431;22021
432;22619
433;206484
434;206485
435;206487
436;206486
437;206473
438;206479
439;206476
440;206474
441;22005
442;22607
443;22604
444;206468
445;21980
446;21979
447;22696
448;21978
449;21977
450;21975
451;21976
452;206471
453;21985
454;21987
455;21988
456;40480251
457;21986
458;22004
459;22008
460;21999
461;22003
462;40480233
463;206472
464;22663
465;207295
466;207297
467;22001
468;22007
469;979889
470;22010
471;22602
472;22009
473;979888
474;22030
475;207309
476;779038
477;22006
478;206477
479;206481
480;206478
481;206475
482;22603
483;22011
484;22028
485;22024
486;81221
487;22109
488;22013
489;22014
490;22012
491;22113
492;80005037
493;81222
494;22015
495;32257
496;22016
497;22017
498;80600
499;207311
500;109575
501;32259
502;32256
503;207310
504;207298
505;785303
506;32258
507;32980
508;32985
509;413246
510;413247
511;78230
512;413251
513;413250
514;413249
515;413248
516;413245
517;81726
518;32981
519;227654
520;32260
521;227655
522;32932
523;32982
524;33009
525;92507123
526;92507133
527;32993
528;227653
529;207462
530;207429
531;803482
532;111756
533;207414
534;207427
535;207413
536;1068851
537;1068852
538;102682
539;211827
540;109640
541;22118
542;206525
543;109325
544;207314
545;32262
546;206520
547;22122
548;207312
549;213442
550;32263
551;1038367
552;22120
553;22695
554;22646
555;22694
556;22693
557;22655
558;22654
559;22692
560;22700
561;977704
562;22121
563;1010818
564;22699
565;206519
566;206517
567;206523
568;22112
569;206518
570;206516
571;206521
572;977703
573;206515
574;22111
575;22108
576;22616
577;22618
578;22617
579;22130
580;22131
581;206488
582;22644
583;22656
584;22657
585;22658
586;22645
587;206536
588;1049546
589;206522
590;206480
591;22124
592;206524
593;22125
594;206528
595;22135
596;206572
597;22134
598;22140
599;441161
600;22136
601;22139
602;22138
603;22137
604;206532
605;206533
606;206530
607;22126
608;206529
609;206531
610;206527
611;206526
612;206534
613;22497
614;206535
615;206631
616;206542
617;206540
618;206539
619;206538
620;206537
621;206543
622;206541
623;206630
624;22703
625;22449
626;22448
627;109620
628;22447
629;22459
630;22458
631;22457
632;206622
633;22610
634;22450
635;206629
636;22445
637;22611
638;22451
639;22452
640;22440
641;22421
642;22420
643;22634
644;22444
645;22443
646;22442
647;206625
648;206626
649;206627
650;206563
651;206628
652;206619
